Stock Code,Name of Securities,Category,Sub-Category,Board Lot,Par Value,ISIN,Expiry Date,Subject to Stamp Duty,Shortsell Eligible,CAS Eligible,VCM Eligible,Admitted to Stock Options,Admitted to Stock Futures,Admitted to CCASS,ETF / Fund Manager,Debt Securities Board Lot (Nominal),Debt Securities Investor Type
4332,AMGEN-T,Equity,Trading Only Securities,10,,US0311621009,,,Y,Y,,,,Y,,,
4333,CISCO-T,Equity,Trading Only Securities,10,,US17275R1023,,,Y,Y,,,,Y,,,
4335,INTEL-T,Equity,Trading Only Securities,10,,US4581401001,,,Y,Y,,,,Y,,,
4336,APPL MATERIAL-T,Equity,Trading Only Securities,10,,US0382221051,,,Y,Y,,,,Y,,,
4337,STARBUCKS-T,Equity,Trading Only Securities,20,,US8552441094,,,Y,Y,,,,Y,,,
4338,MICROSOFT-T,Equity,Trading Only Securities,10,,US5949181045,,,Y,Y,,,,Y,,,
4400,CIFI HLDG N2301,Debt Securities,,"2,000",,XS1750975200,23/01/2023,,,,,,,,,"USD 200,000",Professional
4401,NUOXI CAP B2101,Debt Securities,,"2,000",,XS1751788727,24/01/2021,,,,,,,,,"USD 200,000",Professional
4402,NUOXI CAP B2301,Debt Securities,,"2,000",,XS1751792836,24/01/2023,,,,,,,,,"USD 200,000",Professional
4403,FWDGP LTD N2407,Debt Securities,,"2,000",,XS2022434364,09/07/2024,,,,,,,,,"USD 200,000",Professional
4404,AZORB IV N2101,Debt Securities,,"2,000",,XS1748890156,25/01/2021,,,,,,,,,"USD 200,000",Professional
4405,AZORB IV N2301,Debt Securities,,"2,000",,XS1748890230,25/01/2023,,,,,,,,,"USD 200,000",Professional
4406,AZORB IV N2801,Debt Securities,,"2,000",,XS1748890313,25/01/2028,,,,,,,,,"USD 200,000",Professional
4407,SINO TREN B2101,Debt Securities,,"2,000",,XS1747569884,25/01/2021,,,,,,,,,"USD 200,000",Professional
4408,TCC B2101,Debt Securities,,"1,000",,XS1748883458,25/01/2021,,,,,,,,,"EUR 100,000",Professional
4409,HKXIANGYU N2301,Debt Securities,,"2,000",,XS1756497944,30/01/2023,,,,,,,,,"USD 200,000",Professional
4410,GCL N EN N2101,Debt Securities,,"2,000",,XS1746281226,30/01/2021,,,,,,,,,"USD 200,000",Professional
4411,HKMC FRN N2101,Debt Securities,,"10,000",,HK0000394343,29/01/2021,,,,,,,,,"HKD 1,000,000",Professional
4412,C PLAZA N2101,Debt Securities,,"2,000",,XS1744630341,30/01/2021,,,,,,,,,"USD 200,000",Professional
4413,TH UNIC B2101,Debt Securities,,"2,000",,XS1728038818,31/01/2021,,,,,,,,,"USD 200,000",Professional
4414,TH UNIC B2301,Debt Securities,,"2,000",,XS1728038909,31/01/2023,,,,,,,,,"USD 200,000",Professional
4415,TH UNIC B2801,Debt Securities,,"2,000",,XS1728039113,31/01/2028,,,,,,,,,"USD 200,000",Professional
4416,FWD LTD SPCSB,Debt Securities,,"2,000",,XS1748857379,,,,,,,,,,"USD 200,000",Professional
4417,POLY RE B2302,Debt Securities,,"2,000",,XS1756403124,05/02/2023,,,,,,,,,"USD 200,000",Professional
4418,JIAYUAN N2203,Debt Securities,,"2,000",,XS2024526043,11/03/2022,,,,,,,,,"USD 200,000",Professional
4419,CH BANK NCSCS,Debt Securities,,"2,500",,XS2020061326,,,,,,,,,,"USD 250,000",Professional
4420,HKMC FRN N2102,Debt Securities,,"10,000",,HK0000397593,05/02/2021,,,,,,,,,"HKD 1,000,000",Professional
4421,CINDA FIN N2302,Debt Securities,,"2,000",,XS1757392201,08/02/2023,,,,,,,,,"USD 200,000",Professional
4422,CINDA FIN N2502,Debt Securities,,"2,000",,XS1757392466,08/02/2025,,,,,,,,,"USD 200,000",Professional
4423,CINDA FIN N2802,Debt Securities,,"2,000",,XS1757392540,08/02/2028,,,,,,,,,"USD 200,000",Professional
4424,CINDA FIN N4802,Debt Securities,,"2,000",,XS1757392896,08/02/2048,,,,,,,,,"USD 200,000",Professional
4425,HKMC FRN N2002,Debt Securities,,"10,000",,HK0000397999,07/02/2020,,,,,,,,,"HKD 1,000,000",Professional
4426,GRNL GLB N2102,Debt Securities,,"2,000",,XS1760376878,12/02/2021,,,,,,,,,"USD 200,000",Professional
4427,GRNL GLB N2302,Debt Securities,,"2,000",,XS1760383577,12/02/2023,,,,,,,,,"USD 200,000",Professional
4428,FDHK INTL N2102,Debt Securities,,"2,000",,XS1769373942,14/02/2021,,,,,,,,,"USD 200,000",Professional
4429,SR INVT B2102,Debt Securities,,"2,000",,XS1744236792,14/02/2021,,,,,,,,,"USD 200,000",Professional
4430,FE HORI N2302,Debt Securities,,"2,000",,XS1781818668,27/02/2023,,,,,,,,,"USD 200,000",Professional
4431,HUBEI S&T B2103,Debt Securities,,"2,000",,XS1761530168,05/03/2021,,,,,,,,,"USD 200,000",Professional
4432,INDSTRLB N2103A,Debt Securities,,"2,000",,XS1761555231,05/03/2021,,,,,,,,,"USD 200,000",Professional
4433,INDSTRLB N2303A,Debt Securities,,"2,000",,XS1761563508,05/03/2023,,,,,,,,,"USD 200,000",Professional
4434,INDSTRLB N2303B,Debt Securities,,"2,000",,XS1761558177,05/03/2023,,,,,,,,,"USD 200,000",Professional
4435,INDSTRLB N2103B,Debt Securities,,"1,000",,XS1761558508,05/03/2021,,,,,,,,,"EUR 100,000",Professional
4436,YUZHOU N2103,Debt Securities,,"2,000",,XS1788498167,06/03/2021,,,,,,,,,"USD 200,000",Professional
4437,CHINA OVS N2501,Debt Securities,,"10,000",,XS2026425947,15/01/2025,,,,,,,,,"HKD 1,000,000",Professional
4438,CHINA OVS N2907,Debt Securities,,"2,000",,XS2026426085,15/07/2029,,,,,,,,,"USD 200,000",Professional
4439,BOCL N2103C,Debt Securities,,"2,000",,XS1785829414,08/03/2021,,,,,,,,,"USD 200,000",Professional
4440,BOCL N2303,Debt Securities,,"2,000",,XS1785829687,08/03/2023,,,,,,,,,"USD 200,000",Professional
4441,BOCL N2803,Debt Securities,,"2,000",,XS1785829760,08/03/2028,,,,,,,,,"USD 200,000",Professional
4442,MINMET SPCSB,Debt Securities,,"2,000",,XS1768177633,,,,,,,,,,"USD 200,000",Professional
4443,DIANJIAN SGPSB,Debt Securities,,"2,000",,XS1788144787,,,,,,,,,,"USD 200,000",Professional
4444,CMBC N2103,Debt Securities,,"2,000",,XS1789638050,09/03/2021,,,,,,,,,"USD 200,000",Professional
4445,CMBC N2303,Debt Securities,,"2,000",,XS1789639884,09/03/2023,,,,,,,,,"USD 200,000",Professional
4446,CITIC LTD N3803,Debt Securities,,"2,000",,XS1772378763,13/03/2038,,,,,,,,,"USD 200,000",Professional
4447,HX PHAR N2103,Debt Securities,,"2,000",,XS1765322380,15/03/2021,,,,,,,,,"USD 200,000",Professional
4448,HUASING N2103,Debt Securities,,"2,000",,XS1791015057,20/03/2021,,,,,,,,,"USD 200,000",Professional
4449,HUASING N2303,Debt Securities,,"2,000",,XS1791015131,20/03/2023,,,,,,,,,"USD 200,000",Professional
4450,QHAI PNL B2103,Debt Securities,,"2,000",,XS1793297513,22/03/2021,,,,,,,,,"USD 200,000",Professional
4451,JINSHINE N2103,Debt Securities,,"2,000",,XS1798627359,27/03/2021,,,,,,,,,"USD 200,000",Professional
4452,BJPOLAR N2103,Debt Securities,,"2,000",,XS1792571652,26/03/2021,,,,,,,,,"USD 200,000",Professional
4453,SDIS XINH B2003,Debt Securities,,"2,000",,XS1793250470,29/03/2020,,,,,,,,,"USD 200,000",Professional
4454,TONGFANG B2103,Debt Securities,,"2,000",,XS1717600461,29/03/2021,,,,,,,,,"USD 200,000",Professional
4455,LENOVO N2303,Debt Securities,,"2,000",,XS1765886244,29/03/2023,,,,,,,,,"USD 200,000",Professional
4457,AIA GROUP N2804,Debt Securities,,"2,000",,US00131MAF05,06/04/2028,,,,,,,,,"USD 200,000",Professional
4458,POLY PROP N2104,Debt Securities,,"2,000",,XS1793463461,10/04/2021,,,,,,,,,"USD 200,000",Professional
4459,BOCL N2104,Debt Securities,,"2,000",,XS1804839931,17/04/2021,,,,,,,,,"USD 200,000",Professional
4460,BOCL N2304,Debt Securities,,"2,000",,XS1804840194,17/04/2023,,,,,,,,,"USD 200,000",Professional
4461,BOCL N2104B,Debt Securities,,"1,000",,XS1804840517,17/04/2021,,,,,,,,,"EUR 100,000",Professional
4462,BOCL N2104C,Debt Securities,,"2,000",,AU3FN0041901,17/04/2021,,,,,,,,,"AUD 200,000",Professional
4463,CHINA SCE N2104,Debt Securities,,"2,000",,XS1795479291,17/04/2021,,,,,,,,,"USD 200,000",Professional
4464,KUNZHI B2010,Debt Securities,,"2,000",,XS1803070520,17/10/2020,,,,,,,,,"USD 200,000",Professional
4465,VKEREHK N2304,Debt Securities,,"2,000",,XS1805368682,18/04/2023,,,,,,,,,"USD 200,000",Professional
4466,CITIC LTD N4804,Debt Securities,,"2,000",,XS1808340365,18/04/2048,,,,,,,,,"USD 200,000",Professional
4467,WESTWOOD N2104,Debt Securities,,"2,000",,XS1807198145,19/04/2021,,,,,,,,,"USD 200,000",Professional
4468,WESTWOOD N2310,Debt Securities,,"2,000",,XS1807202350,19/10/2023,,,,,,,,,"USD 200,000",Professional
4469,JINGRUI N2104,Debt Securities,,"2,000",,XS1799928418,23/04/2021,,,,,,,,,"USD 200,000",Professional
4470,YANGO INV N2104,Debt Securities,,"2,000",,XS1799603037,19/04/2021,,,,,,,,,"USD 200,000",Professional
4471,LS FIN B2407,Debt Securities,,"2,000",,XS2026295639,15/07/2024,,,,,,,,,"USD 200,000",Professional
4472,EASTCRT N2207,Debt Securities,,"2,000",,XS2016888252,15/07/2022,,,,,,,,,"USD 200,000",Professional
4473,CIFI HLDG N2104,Debt Securities,,"2,000",,XS1801151371,23/04/2021,,,,,,,,,"USD 200,000",Professional
4474,CICC16MTN N2104,Debt Securities,,"2,000",,XS1811023578,25/04/2021,,,,,,,,,"USD 200,000",Professional
4475,CHINA OVS N2304,Debt Securities,,"2,000",,XS1811821054,26/04/2023,,,,,,,,,"USD 200,000",Professional
4476,CHINA OVS N2804,Debt Securities,,"2,000",,XS1811821211,26/04/2028,,,,,,,,,"USD 200,000",Professional
4477,YX REIT N2104,Debt Securities,,"2,000",,XS1800164904,27/04/2021,,,,,,,,,"USD 200,000",Professional
4478,CNOOCF15U N2805,Debt Securities,,"2,000",,US12634MAE03,02/05/2028,,,,,,,,,"USD 200,000",Professional
4479,CNOOCF15U N2305,Debt Securities,,"2,000",,US12634MAD20,02/05/2023,,,,,,,,,"USD 200,000",Professional
4480,BEW CAP H B2305,Debt Securities,,"2,000",,XS1805357487,02/05/2023,,,,,,,,,"USD 200,000",Professional
4481,STATEGRI N2305,Debt Securities,,"2,000",,USG8450LAN40,02/05/2023,,,,,,,,,"USD 200,000",Professional
4482,STATEGRI N2805,Debt Securities,,"2,000",,USG8450LAP97,02/05/2028,,,,,,,,,"USD 200,000",Professional
4483,MCC(HK)CL SGPS,Debt Securities,,"2,000",,XS1810679180,,,,,,,,,,"USD 200,000",Professional
4484,HTISEC B2407,Debt Securities,,"2,000",,XS2025483699,19/07/2024,,,,,,,,,"USD 200,000",Professional
4485,YUZHOU N2105,Debt Securities,,"2,000",,XS1819960136,11/05/2021,,,,,,,,,"USD 200,000",Professional
4486,HKMC FRN N2005,Debt Securities,,"10,000",,HK0000418670,14/05/2020,,,,,,,,,"HKD 1,000,000",Professional
4487,BLUESTAR N2407,Debt Securities,,"2,000",,XS2018600168,16/07/2024,,,,,,,,,"USD 200,000",Professional
4488,ICBCILFN N2105B,Debt Securities,,"2,000",,XS1810003332,15/05/2021,,,,,,,,,"USD 200,000",Professional
4489,ICBCIL FN N2305,Debt Securities,,"2,000",,XS1810003928,15/05/2023,,,,,,,,,"USD 200,000",Professional
4490,HKMC FRN N2005B,Debt Securities,,"10,000",,HK0000418688,15/05/2020,,,,,,,,,"HKD 1,000,000",Professional
4491,CHD OVS B2305,Debt Securities,,"2,000",,XS1822346646,17/05/2023,,,,,,,,,"USD 200,000",Professional
4492,GUANGYING B2105,Debt Securities,,"2,000",,XS1819483881,16/05/2021,,,,,,,,,"USD 200,000",Professional
4493,BOCOM N2105,Debt Securities,,"2,000",,XS1818652452,17/05/2021,,,,,,,,,"USD 200,000",Professional
4494,BOCOM N2305,Debt Securities,,"2,000",,XS1818652619,17/05/2023,,,,,,,,,"USD 200,000",Professional
4495,BOCOM N2005B,Debt Securities,,"10,000",,HK0000417623,18/05/2020,,,,,,,,,"HKD 1,000,000",Professional
4496,EXCEL CAP SPCS,Debt Securities,,"2,000",,XS1768971472,,,,,,,,,,"USD 200,000",Professional
4497,AVIC IFI B2105,Debt Securities,,"2,000",,XS1821408215,23/05/2021,,,,,,,,,"USD 200,000",Professional
4498,ZS GROUP B2305,Debt Securities,,"20,000",,XS1819550663,23/05/2023,,,,,,,,,"HKD 2,000,000",Professional
4499,TIMES CHN N2307,Debt Securities,,"2,000",,XS2027426027,16/07/2023,,,,,,,,,"USD 200,000",Professional
4501,SINOCHEM N2011,Debt Securities,,"1,000",,USG8185TAA72,12/11/2020,,,,,,,,,"USD 100,000",Professional
4502,SINOCHEM N4011,Debt Securities,,"1,000",,USG8185TAB55,12/11/2040,,,,,,,,,"USD 100,000",Professional
4503,CHINA OVS N2011,Debt Securities,,"1,000",,XS0508012092,10/11/2020,,,,,,,,,"USD 100,000",Professional
4504,FUBON BK N2011,Debt Securities,,"1,000",,XS0561639211,30/11/2020,,,,,,,,,"USD 100,000",Professional
4505,HKE FIN N2012,Debt Securities,,"1,000",,XS0565475505,14/12/2020,,,,,,,,,"USD 100,000",Professional
4506,CNOOC F11 N2101,Debt Securities,,"2,000",,USG2353WAA92,26/01/2021,,,,,,,,,"USD 200,000",Professional
4507,CNOOC F11 N4101,Debt Securities,,"2,000",,USG2353WAB75,26/01/2041,,,,,,,,,"USD 200,000",Professional
4508,YESTAR HC N2109,Debt Securities,,"2,000",,XS1485533944,15/09/2021,,,,,,,,,"USD 200,000",Professional
4510,CITIC PAC N2104,Debt Securities,,"1,000",,XS0611586263,15/04/2021,,,,,,,,,"USD 100,000",Professional
4511,STATEGRID N2005,Debt Securities,,"2,000",,USG8450LAF16,04/05/2020,,,,,,,,,"USD 200,000",Professional
4512,STATEGRI N2205B,Debt Securities,,"2,000",,USG8450LAG98,04/05/2022,,,,,,,,,"USD 200,000",Professional
4513,CNPC OVS N2104,Debt Securities,,"2,000",,USG21895AB60,28/04/2021,,,,,,,,,"USD 200,000",Professional
4514,CNPC OVS N4104,Debt Securities,,"2,000",,USG21895AC44,28/04/2041,,,,,,,,,"USD 200,000",Professional
4515,STATEGRID N2705,Debt Securities,,"2,000",,USG8450LAJ38,04/05/2027,,,,,,,,,"USD 200,000",Professional
4516,STATEGRID N4705,Debt Securities,,"2,000",,USG8450LAM66,04/05/2047,,,,,,,,,"USD 200,000",Professional
4517,INDSTRLBK N2109,Debt Securities,,"2,000",,XS1492428641,21/09/2021,,,,,,,,,"USD 200,000",Professional
4518,SOCAM DEV N2005,Debt Securities,,"2,000",,XS1602584895,08/05/2020,,,,,,,,,"USD 200,000",Professional
4519,WAKALA C2107,Debt Securities,,"2,500",,USY9485PAB86,06/07/2021,,,,,,,,,"USD 250,000",Professional
4520,CLP-PF N2107,Debt Securities,,"2,000",,XS0635017196,12/07/2021,,,,,,,,,"USD 200,000",Professional
4522,WHARF FIN N2609,Debt Securities,,"5,000",,XS0676864118,16/09/2026,,,,,,,,,"JPY 500,000,000",Professional
4523,CLP-PF N2610,Debt Securities,,"5,000",,XS0683069818,13/10/2026,,,,,,,,,"JPY 500,000,000",Professional
4524,SINOPEC N2109,Debt Securities,,"2,000",,USG8200TAG51,29/09/2021,,,,,,,,,"USD 200,000",Professional
4525,SINOPEC N2609,Debt Securities,,"2,000",,USG8200TAH35,29/09/2026,,,,,,,,,"USD 200,000",Professional
4526,NWD (MTN) N2905,Debt Securities,,"10,000",,HK0000504263,21/05/2029,,,,,,,,,"HKD 1,000,000",Professional
4527,RONGSHI N2405,Debt Securities,,"2,000",,XS1989704843,21/05/2024,,,,,,,,,"USD 200,000",Professional
4528,RONGSHI N2905,Debt Securities,,"2,000",,XS1989705063,21/05/2029,,,,,,,,,"USD 200,000",Professional
4529,SKYSEA N2112,Debt Securities,,"2,000",,XS0702140756,07/12/2021,,,,,,,,,"USD 200,000",Professional
4530,PION REW B2205,Debt Securities,,"2,000",,XS1989357949,23/05/2022,,,,,,,,,"USD 200,000",Professional
4531,ZHUZHOU C B2205,Debt Securities,,"2,000",,XS1989143984,24/05/2022,,,,,,,,,"USD 200,000",Professional
4532,OCNWDE D3 N2105,Debt Securities,,"2,000",,XS1995111736,23/05/2021,,,,,,,,,"USD 200,000",Professional
4533,CHD OVSDM SGPS,Debt Securities,,"2,000",,XS2001168447,,,,,,,,,,"USD 200,000",Professional
4534,SHKP(CM)L I2202,Debt Securities,,"2,000",,XS0744757526,14/02/2022,,,,,,,,,"USD 200,000",Professional
4535,PX URBAN B2204,Debt Securities,,"2,000",,XS1997344400,29/04/2022,,,,,,,,,"USD 200,000",Professional
4536,SOAR WISE N2205,Debt Securities,,"2,000",,XS1991047306,31/05/2022,,,,,,,,,"USD 200,000",Professional
4537,SWIRE MTN N2202,Debt Securities,,"2,000",,XS0751513572,28/02/2022,,,,,,,,,"USD 200,000",Professional
4539,SDG FIN I PCS,Debt Securities,,"2,000",,XS1987989248,,,,,,,,,,"USD 200,000",Professional
4541,L&M PAPER SPCS,Debt Securities,,"2,000",,XS1993771325,,,,,,,,,,"USD 200,000",Professional
4542,CZ INTL B2205,Debt Securities,,"2,000",,XS1831038143,30/05/2022,,,,,,,,,"USD 200,000",Professional
4543,HUARONG19 N2205,Debt Securities,,"2,000",,XS2001732010,29/05/2022,,,,,,,,,"USD 200,000",Professional
4544,CNPC GC N2204,Debt Securities,,"2,000",,USG22004AB41,19/04/2022,,,,,,,,,"USD 200,000",Professional
4545,ICBCIL FN N2109,Debt Securities,,"2,000",,USY3R559AN21,29/09/2021,,,,,,,,,"USD 200,000",Professional
4546,CNOOC F12 N2205,Debt Securities,,"2,000",,USG23530AA92,02/05/2022,,,,,,,,,"USD 200,000",Professional
4547,CNOOC F12 N4205,Debt Securities,,"2,000",,USG23530AB75,02/05/2042,,,,,,,,,"USD 200,000",Professional
4548,CM FIN N2205,Debt Securities,,"2,000",,XS0775625246,04/05/2022,,,,,,,,,"USD 200,000",Professional
4549,HUARONG19 N2405,Debt Securities,,"2,000",,XS2001732101,29/05/2024,,,,,,,,,"USD 200,000",Professional
4551,HUARONG19 N2905,Debt Securities,,"2,000",,XS2001732283,29/05/2029,,,,,,,,,"USD 200,000",Professional
4552,YANCOAL N2205,Debt Securities,,"2,000",,USY97279AB28,16/05/2022,,,,,,,,,"USD 200,000",Professional
4553,CDB N2105,Debt Securities,,"2,000",,HK0000506623,31/05/2021,,,,,,,,,"GBP 200,000",Professional
4554,SINOPEC N2205,Debt Securities,,"2,000",,USG8189YAB05,17/05/2022,,,,,,,,,"USD 200,000",Professional
4555,SINOPEC N4205,Debt Securities,,"2,000",,USG8189YAC87,17/05/2042,,,,,,,,,"USD 200,000",Professional
4556,BLUESTAR N2109,Debt Securities,,"2,000",,XS1496345684,30/09/2021,,,,,,,,,"USD 200,000",Professional
4557,SP MTN FN N2206,Debt Securities,,"2,000",,XS0794206465,18/06/2022,,,,,,,,,"USD 200,000",Professional
4558,HLP FIN N2206,Debt Securities,,"2,000",,XS0794823152,25/06/2022,,,,,,,,,"USD 200,000",Professional
4559,HORSE GAL N2205,Debt Securities,,"2,000",,XS2000500707,30/05/2022,,,,,,,,,"USD 200,000",Professional
4560,HLAND MTN N2106,Debt Securities,,"10,000",,HK0000507951,05/06/2021,,,,,,,,,"HKD 1,000,000",Professional
4561,NWD FIN GSPCS,Debt Securities,,"2,000",,XS1497605805,,,,,,,,,,"USD 200,000",Professional
4562,CQ NANAN B2406,Debt Securities,,"2,000",,XS1994697974,04/06/2024,,,,,,,,,"USD 200,000",Professional
4563,COSL FIN N2209,Debt Securities,,"2,000",,USG2444PAA50,06/09/2022,,,,,,,,,"USD 200,000",Professional
4565,XI YANG B2406,Debt Securities,,"2,000",,XS1997069692,05/06/2024,,,,,,,,,"USD 200,000",Professional
4566,PF PT V N2206,Debt Securities,,"2,000",,XS1897394869,06/06/2022,,,,,,,,,"USD 200,000",Professional
4567,XJZT B2206,Debt Securities,,"2,000",,XS1988093818,06/06/2022,,,,,,,,,"USD 200,000",Professional
4568,HLP FIN N2210,Debt Securities,,"10,000",,XS0835514539,05/10/2022,,,,,,,,,"HKD 1,000,000",Professional
4569,XINHU BVI N2206,Debt Securities,,"2,000",,XS2005151027,12/06/2022,,,,,,,,,"USD 200,000",Professional
4570,CITIC PAC N2301,Debt Securities,,"2,000",,XS0836465608,17/01/2023,,,,,,,,,"USD 200,000",Professional
4571,LS FIN B2210,Debt Securities,,"2,000",,XS0841191991,16/10/2022,,,,,,,,,"USD 200,000",Professional
4572,UHI CPTL B2406,Debt Securities,,"2,000",,XS2005253880,12/06/2024,,,,,,,,,"USD 200,000",Professional
4573,HKMC N2006,Debt Securities,,"10,000",,HK0000508751,11/06/2020,,,,,,,,,"HKD 1,000,000",Professional
4574,CLP-PF N2304,Debt Securities,,"2,000",,XS0846197019,26/04/2023,,,,,,,,,"USD 200,000",Professional
4575,VKEREHK N2110,Debt Securities,,"2,000",,XS1498385464,14/10/2021,,,,,,,,,"USD 200,000",Professional
4576,CLP-PF N2710,Debt Securities,,"2,000",,XS0848445358,26/10/2027,,,,,,,,,"USD 200,000",Professional
4577,TVB FIN N2110,Debt Securities,,"2,000",,XS1495978329,11/10/2021,,,,,,,,,"USD 200,000",Professional
4578,GEMDALE B2206,Debt Securities,,"2,000",,XS2009869897,14/06/2022,,,,,,,,,"USD 200,000",Professional
4579,CHINA OVS N2211,Debt Securities,,"2,000",,XS0852986156,15/11/2022,,,,,,,,,"USD 200,000",Professional
4580,CHINA OVS N4211,Debt Securities,,"2,000",,XS0852986313,15/11/2042,,,,,,,,,"USD 200,000",Professional
4581,CMBC N2005,Debt Securities,,"2,000",,XS1605717724,05/05/2020,,,,,,,,,"USD 200,000",Professional
4582,C TAIPING N2211,Debt Securities,,"2,000",,XS0856597314,21/11/2022,,,,,,,,,"USD 200,000",Professional
4583,CSGIF BVI N2205,Debt Securities,,"2,000",,USG2120QAB26,08/05/2022,,,,,,,,,"USD 200,000",Professional
4584,COS FIN B2212,Debt Securities,,"2,000",,XS0858461758,03/12/2022,,,,,,,,,"USD 200,000",Professional
4585,HMZN N2206,Debt Securities,,"2,000",,XS2008677341,18/06/2022,,,,,,,,,"USD 200,000",Professional
4586,AMBER N2212,Debt Securities,,"2,000",,XS0860855344,04/12/2022,,,,,,,,,"USD 200,000",Professional
4587,SHA PG B2406,Debt Securities,,"2,000",,XS2008300597,18/06/2024,,,,,,,,,"USD 200,000",Professional
4588,JINAN WST B2110,Debt Securities,,"2,000",,XS1492597676,11/10/2021,,,,,,,,,"USD 200,000",Professional
4589,SHKP(CM)L I2301,Debt Securities,,"2,000",,XS0873639701,16/01/2023,,,,,,,,,"USD 200,000",Professional
4590,HYSAN MTN N2301,Debt Securities,,"2,000",,XS0871996491,16/01/2023,,,,,,,,,"USD 200,000",Professional
4591,SHA PG B2906,Debt Securities,,"2,000",,XS2012984154,18/06/2029,,,,,,,,,"USD 200,000",Professional
4592,CHAMP MTN N2301,Debt Securities,,"2,000",,XS0875871690,17/01/2023,,,,,,,,,"USD 200,000",Professional
4594,CNCB INTL UCS A,Debt Securities,,"2,000",,XS1499209861,,,,,,,,,,"USD 200,000",Professional
4595,HKMC N2006B,Debt Securities,,"10,000",,HK0000509379,15/06/2020,,,,,,,,,"HKD 1,000,000",Professional
4596,ZHENROPPT SPCS,Debt Securities,,"2,000",,XS2013512608,,,,,,,,,,"USD 200,000",Professional
4597,LEAD AFFL N2301,Debt Securities,,"2,000",,XS0878083517,24/01/2023,,,,,,,,,"USD 200,000",Professional
4598,CSGIF BVI N2705,Debt Securities,,"2,000",,USG2120QAC09,08/05/2027,,,,,,,,,"USD 200,000",Professional
4599,TUSPARK B2206,Debt Securities,,"2,000",,XS2011786659,18/06/2022,,,,,,,,,"USD 200,000",Professional
4604,ICBC EURPREF1,Equity,Equity Securities (Main Board),"10,000",RMB 100.0000,XS1142380820,,,,Y,,,,,,,
4605,BOCOM 15USDPREF,Equity,Equity Securities (Main Board),"10,000",RMB 100.0000,XS1257592037,,,,Y,,,,,,,
4606,CCB 15USDPREF,Equity,Equity Securities (Main Board),"10,000",RMB 100.0000,XS1328130197,,,,Y,,,,,,,
4607,CINDA 16USDPREF,Equity,Equity Securities (Main Board),"10,000",RMB 100.0000,XS1496760239,,,,Y,,,,,,,
4608,HSBNK 16USDPREF,Equity,Equity Securities (Main Board),"10,000",RMB 100.0000,XS1514052585,,,,Y,,,,,,,
4609,CMBC 16USDPREF,Equity,Equity Securities (Main Board),"10,000",RMB 100.0000,XS1527305608,,,,Y,,,,,,,
4610,CZB 17USDPREF,Equity,Equity Securities (Main Board),"10,000",RMB 100.0000,XS1587865830,,,,Y,,,,,,,
4611,BQD 17USDPREF,Equity,Equity Securities (Main Board),"10,000",RMB 100.0000,XS1683139692,,,,Y,,,,,,,
4612,PSBC 17USDPREF,Equity,Equity Securities (Main Board),"10,000",RMB 100.0000,XS1684793018,,,,Y,,,,,,,
4613,ZZBNK 17USDPREF,Equity,Equity Securities (Main Board),"10,000",RMB 100.0000,XS1688955001,,,,Y,,,,,,,
4614,CMB 17USDPREF,Equity,Equity Securities (Main Board),"10,000",RMB 100.0000,XS1679508686,,,,Y,,,,,,,
4615,BOJZ 17USDPREF,Equity,Equity Securities (Main Board),"10,000",RMB 100.0000,XS1698093728,,,,Y,,,,,,,
4616,BCQ 17USDPREF,Equity,Equity Securities (Main Board),"10,000",RMB 100.0000,XS1737621604,,,,Y,,,,,,,
4617,ZYBNK 18USDPREF,Equity,Equity Securities (Main Board),"10,000",RMB 100.0000,XS1898280711,,,,Y,,,,,,,
4618,GRCB 19USDPREF,Equity,Equity Securities (Main Board),"10,000",RMB 100.0000,XS1996423593,,,,Y,,,,,,,
5000,HUANENGHK SGPCS,Debt Securities,,"2,000",,XS1699084601,,,,,,,,,,"USD 200,000",Professional
5001,HUARONG17 N2211,Debt Securities,,"2,000",,XS1711550290,07/11/2022,,,,,,,,,"USD 200,000",Professional
5002,HUARONG17 N2711,Debt Securities,,"2,000",,XS1711550373,07/11/2027,,,,,,,,,"USD 200,000",Professional
5003,HUARONG17 N4711,Debt Securities,,"2,000",,XS1711992716,07/11/2047,,,,,,,,,"USD 200,000",Professional
5004,HUARONG17 N2511,Debt Securities,,"2,500",,XS1713316252,07/11/2025,,,,,,,,,"SGD 250,000",Professional
5005,HUARONG17 UGPSB,Debt Securities,,"2,000",,XS1711550456,,,,,,,,,,"USD 200,000",Professional
5006,VKEREHK N2711,Debt Securities,,"2,000",,XS1713193586,09/11/2027,,,,,,,,,"USD 200,000",Professional
5007,DJ HAIYU N2206,Debt Securities,,"2,000",,XS2008566197,20/06/2022,,,,,,,,,"USD 200,000",Professional
5008,KWG GROUP N2411,Debt Securities,,"2,000",,XS1716631301,10/11/2024,,,,,,,,,"USD 200,000",Professional
5009,MINMET SPCS,Debt Securities,,"2,000",,XS1713666318,,,,,,,,,,"USD 200,000",Professional
5010,AVIC LES N2011,Debt Securities,,"2,000",,XS1706612147,16/11/2020,,,,,,,,,"USD 200,000",Professional
5011,FE CONSOR N2305,Debt Securities,,"2,000",,XS1716791923,13/05/2023,,,,,,,,,"USD 200,000",Professional
